TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionID,AccountID,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerOccupation,PreviousTransactionDate,Cluster
127.44999999999999,44.0,197.0,1.0,1772.06,TX000029,AC00390,2023-01-24 16:18:32,Debit,Las Vegas,D000232,152.234.65.155,M092,Online,Doctor,2024-11-04 08:11:22,1
28.310000000000002,59.0,20.0,1.0,8334.47,TX000031,AC00367,2023-07-17 17:49:22,Credit,Miami,D000587,35.67.21.23,M091,Online,Doctor,2024-11-04 08:09:17,2
59.120000000000005,29.0,257.0,1.0,9823.64,TX000032,AC00291,2023-02-06 16:24:24,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,Doctor,2024-11-04 08:06:58,1
877.81,22.0,150.0,1.0,399.0,TX000034,AC00359,2023-03-13 17:23:24,Debit,Los Angeles,D000111,134.140.85.231,M094,Online,Student,2024-11-04 08:07:50,0
124.75999999999999,49.0,45.0,1.0,5764.72,TX000036,AC00267,2023-10-16 16:32:56,Debit,Seattle,D000042,59.145.242.13,M002,Branch,Engineer,2024-11-04 08:06:23,2
78.13,26.0,145.0,1.0,900.6099999999997,TX000037,AC00404,2023-11-21 16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,Student,2024-11-04 08:12:18,1
649.28,75.0,137.0,1.0,4875.86,TX000038,AC00202,2023-03-02 17:53:32,Debit,San Jose,D000448,73.108.76.238,M074,ATM,Retired,2024-11-04 08:11:15,0
795.31,66.0,90.0,2.0,7914.88,TX000039,AC00478,2023-10-12 17:07:40,Debit,Mesa,D000077,49.29.37.185,M048,ATM,Doctor,2024-11-04 08:11:17,0
335.63,55.0,216.0,1.0,1019.3899999999999,TX000040,AC00405,2023-01-24 17:17:20,Debit,Oklahoma City,D000038,49.20.211.229,M040,Online,Retired,2024-11-04 08:07:32,1
328.47,63.0,119.0,1.0,4323.66,TX000041,AC00421,2023-07-31 18:39:50,Debit,San Antonio,D000557,6.234.101.35,M014,ATM,Retired,2024-11-04 08:07:31,1
55.31999999999999,19.0,117.0,1.0,241.78999999999996,TX000044,AC00117,2023-04-12 16:03:37,Debit,Tucson,D000197,173.135.78.201,M009,ATM,Student,2024-11-04 08:08:03,2
304.31,27.0,33.0,1.0,868.6099999999997,TX000045,AC00011,2023-07-26 16:52:28,Debit,Louisville,D000685,77.208.193.198,M005,Branch,Student,2024-11-04 08:09:53,2
435.27,74.0,90.0,1.0,4673.28,TX000046,AC00401,2023-10-04 17:49:29,Debit,Chicago,D000297,197.162.55.147,M051,Branch,Retired,2024-11-04 08:11:12,0
164.49,26.0,75.0,1.0,1509.27,TX000047,AC00282,2023-12-13 16:01:38,Debit,Baltimore,D000103,113.115.81.178,M070,Branch,Student,2024-11-04 08:10:33,2
510.24,19.0,105.0,1.0,781.6999999999998,TX000048,AC00439,2023-10-09 16:29:40,Debit,Oklahoma City,D000397,186.135.2.148,M090,Online,Student,2024-11-04 08:11:35,0
626.9,26.0,138.0,1.0,265.5100000000002,TX000049,AC00296,2023-11-27 16:45:57,Debit,Denver,D000284,93.146.251.20,M023,Online,Student,2024-11-04 08:07:24,0
22.00999999999999,41.0,175.0,1.0,1335.0900000000001,TX000050,AC00471,2023-03-27 16:45:18,Credit,Sacramento,D000304,124.6.134.78,M055,Online,Engineer,2024-11-04 08:06:31,1
425.34,69.0,121.0,1.0,3907.54,TX000051,AC00159,2023-02-13 16:59:39,Credit,Kansas City,D000661,139.23.212.102,M040,Online,Retired,2024-11-04 08:07:07,0
424.56,51.0,264.0,1.0,5183.85,TX000052,AC00482,2023-02-21 17:45:55,Debit,Omaha,D000598,179.43.245.131,M015,Online,Engineer,2024-11-04 08:09:02,1
169.5,28.0,142.0,1.0,918.8800000000001,TX000054,AC00055,2023-09-07 16:51:27,Debit,San Diego,D000442,42.219.228.159,M036,Branch,Student,2024-11-04 08:08:58,1
104.63,62.0,90.0,1.0,4477.78,TX000055,AC00419,2023-03-29 17:47:16,Debit,Omaha,D000642,186.135.2.148,M095,ATM,Retired,2024-11-04 08:10:42,2
316.95,25.0,83.0,1.0,1324.0299999999997,TX000056,AC00374,2023-08-04 17:53:40,Debit,Mesa,D000013,81.102.230.41,M052,Branch,Student,2024-11-04 08:09:15,2
60.53999999999999,57.0,52.0,1.0,3534.93,TX000057,AC00271,2023-12-14 17:52:37,Credit,Columbus,D000462,1.198.76.182,M095,Branch,Retired,2024-11-04 08:09:57,2
292.56,68.0,61.0,1.0,4638.37,TX000058,AC00456,2023-03-03 17:37:41,Credit,Dallas,D000311,198.73.211.114,M075,Branch,Retired,2024-11-04 08:07:49,2
386.52,48.0,28.0,1.0,5630.61,TX000059,AC00143,2023-06-09 16:18:15,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,Engineer,2024-11-04 08:07:09,2
112.07,23.0,51.0,1.0,930.3000000000002,TX000060,AC00427,2023-10-02 16:35:22,Debit,Kansas City,D000089,198.166.198.233,M064,Branch,Student,2024-11-04 08:11:37,2
568.52,46.0,152.0,1.0,5499.91,TX000061,AC00438,2023-10-06 18:44:37,Debit,Indianapolis,D000233,27.143.109.203,M094,ATM,Engineer,2024-11-04 08:06:25,0
263.99,79.0,227.0,2.0,4175.02,TX000062,AC00002,2023-05-16 16:07:30,Debit,Dallas,D000285,7.146.35.122,M087,Branch,Retired,2024-11-04 08:11:03,1
349.64,48.0,226.0,1.0,6651.62,TX000063,AC00425,2023-11-07 16:48:23,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,Engineer,2024-11-04 08:08:09,1
601.4,56.0,104.0,1.0,8458.29,TX000064,AC00325,2023-05-30 17:43:25,Credit,Philadelphia,D000548,125.225.212.244,M001,Branch,Engineer,2024-11-04 08:08:01,0
201.33,42.0,186.0,1.0,2585.07,TX000066,AC00242,2023-03-29 17:00:31,Credit,Nashville,D000098,145.246.171.225,M003,Branch,Engineer,2024-11-04 08:11:41,1
298.42,56.0,225.0,1.0,3014.75,TX000067,AC00319,2023-04-25 16:11:24,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,Retired,2024-11-04 08:10:12,1
521.06,25.0,128.0,1.0,1951.42,TX000068,AC00460,2023-04-18 18:40:47,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,Student,2024-11-04 08:12:10,0
117.28,60.0,16.0,1.0,3665.77,TX000069,AC00461,2023-02-09 16:34:53,Credit,Austin,D000128,46.150.175.171,M057,Online,Engineer,2024-11-04 08:07:11,2
189.12,32.0,103.0,1.0,977.0100000000002,TX000070,AC00395,2023-11-13 16:42:28,Credit,Indianapolis,D000684,125.89.163.224,M040,Branch,Engineer,2024-11-04 08:08:42,2
133.55,44.0,220.0,1.0,3846.28,TX000071,AC00217,2023-07-18 16:12:00,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,Engineer,2024-11-04 08:10:18,1
143.21,35.0,135.0,1.0,6374.82,TX000072,AC00053,2023-01-13 17:00:16,Debit,Dallas,D000410,65.164.3.100,M066,Online,Engineer,2024-11-04 08:09:26,1
24.769999999999982,62.0,55.0,1.0,5866.01,TX000073,AC00282,2023-07-04 18:20:33,Debit,Boston,D000180,9.230.41.239,M070,ATM,Retired,2024-11-04 08:12:15,2
232.12,37.0,51.0,1.0,6689.87,TX000076,AC00239,2023-12-28 17:31:03,Debit,Omaha,D000073,156.173.170.140,M066,ATM,Engineer,2024-11-04 08:09:17,2
162.63,22.0,113.0,1.0,634.1700000000001,TX000077,AC00007,2023-06-12 17:53:52,Debit,Kansas City,D000070,60.153.124.80,M060,Online,Student,2024-11-04 08:08:22,2
120.29000000000002,19.0,77.0,1.0,1362.3900000000003,TX000079,AC00464,2023-12-18 18:46:27,Debit,Miami,D000561,162.198.218.92,M045,Branch,Student,2024-11-04 08:06:50,2
174.25,50.0,67.0,1.0,10528.34,TX000080,AC00014,2023-07-17 18:54:31,Debit,Seattle,D000375,130.92.201.49,M032,Online,Doctor,2024-11-04 08:10:29,2
183.71,38.0,102.0,1.0,552.5200000000004,TX000081,AC00406,2023-06-19 18:22:10,Debit,Denver,D000488,86.103.2.29,M074,ATM,Engineer,2024-11-04 08:09:51,2
345.39,58.0,80.0,1.0,6451.96,TX000082,AC00445,2023-10-23 17:13:57,Credit,Phoenix,D000097,131.41.45.13,M081,Online,Engineer,2024-11-04 08:08:16,2
259.91,49.0,170.0,1.0,7176.86,TX000084,AC00220,2023-11-06 16:34:10,Debit,Denver,D000616,36.13.239.172,M028,Online,Doctor,2024-11-04 08:09:38,1
154.71,34.0,157.0,1.0,1523.7200000000003,TX000085,AC00140,2023-07-03 16:40:24,Debit,San Diego,D000494,167.104.180.235,M030,Online,Doctor,2024-11-04 08:09:42,1
24.560000000000002,64.0,69.0,1.0,9869.93,TX000087,AC00303,2023-10-20 17:27:35,Debit,Mesa,D000428,16.131.3.140,M033,Branch,Doctor,2024-11-04 08:12:05,2
568.07,48.0,115.0,1.0,10556.81,TX000088,AC00373,2023-08-28 17:03:53,Debit,Washington,D000018,8.243.4.138,M054,ATM,Doctor,2024-11-04 08:07:32,0
9.610000000000014,58.0,179.0,1.0,12883.91,TX000089,AC00438,2023-06-22 18:37:29,Credit,San Diego,D000453,132.127.5.187,M043,Online,Doctor,2024-11-04 08:09:10,1
392.96,24.0,100.0,1.0,791.6499999999996,TX000090,AC00437,2023-11-20 16:28:09,Debit,Kansas City,D000141,186.54.68.246,M022,Online,Student,2024-11-04 08:08:38,0
716.93,60.0,34.0,1.0,4064.02,TX000091,AC00106,2023-09-14 16:49:33,Credit,Milwaukee,D000322,101.223.82.253,M052,Online,Retired,2024-11-04 08:08:12,0
230.66,21.0,135.0,1.0,618.0500000000002,TX000093,AC00149,2023-03-27 18:16:04,Debit,Houston,D000526,60.43.160.195,M049,Branch,Student,2024-11-04 08:10:44,1
442.12,19.0,260.0,1.0,1375.8000000000002,TX000094,AC00373,2023-12-21 16:37:03,Debit,Los Angeles,D000645,168.36.49.167,M047,Online,Student,2024-11-04 08:08:21,1
644.17,29.0,72.0,1.0,1143.52,TX000095,AC00425,2023-03-02 16:05:09,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,Engineer,2024-11-04 08:08:04,0
508.68,51.0,127.0,1.0,7708.41,TX000096,AC00010,2023-06-26 16:16:50,Credit,Mesa,D000622,193.108.17.115,M048,Branch,Engineer,2024-11-04 08:09:32,0
858.6300000000001,27.0,185.0,1.0,1872.96,TX000097,AC00348,2023-04-18 17:27:23,Credit,San Francisco,D000019,175.230.206.232,M002,Branch,Student,2024-11-04 08:10:47,0
25.360000000000014,57.0,78.0,1.0,201.03999999999996,TX000098,AC00011,2023-07-17 17:08:24,Debit,Louisville,D000192,62.152.134.92,M007,ATM,Engineer,2024-11-04 08:11:05,2
147.62,71.0,133.0,1.0,2115.8,TX000099,AC00453,2023-09-01 17:26:02,Debit,Charlotte,D000093,149.84.108.18,M028,Branch,Retired,2024-11-04 08:07:22,1
115.01999999999998,37.0,175.0,1.0,7643.66,TX000100,AC00178,2023-09-11 16:19:04,Debit,San Antonio,D000528,134.222.122.238,M004,Branch,Doctor,2024-11-04 08:08:38,1
383.37,30.0,24.0,1.0,8901.93,TX000101,AC00265,2023-01-24 17:23:56,Debit,Fort Worth,D000321,18.72.115.111,M066,Branch,Engineer,2024-11-04 08:11:07,2
98.54000000000002,20.0,167.0,1.0,9383.43,TX000102,AC00018,2023-08-11 16:18:46,Credit,El Paso,D000528,34.125.226.63,M095,Online,Student,2024-11-04 08:10:02,1
83.24000000000001,55.0,164.0,1.0,1181.31,TX000103,AC00075,2023-10-16 18:35:11,Credit,Fort Worth,D000607,21.28.32.1,M009,Branch,Doctor,2024-11-04 08:10:52,1
196.16,27.0,146.0,1.0,9418.86,TX000104,AC00464,2023-02-24 16:29:23,Debit,Virginia Beach,D000164,204.34.243.93,M099,Branch,Engineer,2024-11-04 08:08:32,1
129.94,32.0,235.0,1.0,7954.92,TX000105,AC00170,2023-01-02 16:36:02,Debit,Las Vegas,D000647,111.226.226.202,M045,ATM,Engineer,2024-11-04 08:06:35,1
306.9,46.0,51.0,1.0,9418.08,TX000106,AC00235,2023-11-30 16:31:03,Debit,Colorado Springs,D000078,96.115.67.230,M047,Online,Engineer,2024-11-04 08:10:48,2
114.98000000000002,59.0,80.0,1.0,6144.68,TX000107,AC00013,2023-11-01 16:52:01,Debit,Seattle,D000182,115.218.48.83,M032,Online,Retired,2024-11-04 08:09:24,2
756.59,27.0,17.0,1.0,420.64999999999964,TX000108,AC00397,2023-03-06 16:47:02,Debit,Sacramento,D000028,174.61.77.54,M012,Branch,Student,2024-11-04 08:11:40,0
503.76,22.0,35.0,1.0,447.8199999999997,TX000109,AC00423,2023-11-27 18:32:49,Debit,Los Angeles,D000518,216.151.64.40,M083,Online,Student,2024-11-04 08:09:22,0
143.03,63.0,147.0,1.0,7981.45,TX000110,AC00154,2023-07-31 16:37:46,Debit,San Antonio,D000469,197.162.55.147,M055,ATM,Retired,2024-11-04 08:10:42,1
245.54,25.0,180.0,1.0,985.0599999999995,TX000112,AC00318,2023-03-21 16:29:31,Debit,New York,D000536,44.197.126.59,M089,ATM,Student,2024-11-04 08:10:26,1
254.37,51.0,174.0,1.0,8849.26,TX000113,AC00396,2023-04-20 18:26:50,Credit,Dallas,D000477,143.212.47.226,M012,Online,Engineer,2024-11-04 08:06:56,1
327.86,40.0,104.0,1.0,480.15999999999985,TX000115,AC00336,2023-02-10 16:52:48,Debit,Fresno,D000655,188.124.181.12,M051,Online,Engineer,2024-11-04 08:06:30,2
2.5,47.0,107.0,1.0,12145.27,TX000116,AC00468,2023-07-21 16:43:11,Debit,San Diego,D000673,44.73.3.217,M042,Online,Doctor,2024-11-04 08:09:53,2
56.97999999999999,43.0,122.0,2.0,5688.37,TX000118,AC00498,2024-01-01 16:34:10,Credit,Oklahoma City,D000256,101.90.40.193,M086,ATM,Engineer,2024-11-04 08:07:42,1
407.65,26.0,62.0,1.0,8346.64,TX000119,AC00085,2023-07-07 16:11:38,Debit,Boston,D000544,98.255.160.110,M041,Online,Engineer,2024-11-04 08:06:30,2
115.82999999999996,39.0,167.0,1.0,6481.04,TX000120,AC00092,2023-05-22 17:09:52,Debit,Fresno,D000663,124.6.134.78,M086,Branch,Engineer,2024-11-04 08:10:02,1
53.56999999999999,69.0,121.0,1.0,1651.33,TX000121,AC00295,2023-08-16 16:17:12,Debit,Houston,D000489,45.64.74.86,M025,ATM,Retired,2024-11-04 08:08:43,1
63.34,46.0,165.0,1.0,11174.94,TX000122,AC00358,2023-11-17 16:02:02,Credit,Detroit,D000434,69.82.61.135,M028,Online,Doctor,2024-11-04 08:10:13,1
317.87,27.0,91.0,1.0,145.5,TX000123,AC00311,2023-05-22 17:29:35,Debit,Detroit,D000314,79.227.202.117,M076,Online,Student,2024-11-04 08:11:32,2
331.65,41.0,61.0,1.0,4172.57,TX000124,AC00066,2023-08-25 17:26:07,Debit,Portland,D000037,26.240.219.199,M006,Online,Engineer,2024-11-04 08:11:00,2
5.0400000000000205,56.0,41.0,1.0,5558.36,TX000125,AC00340,2023-11-27 16:38:34,Debit,Washington,D000021,63.67.150.226,M001,ATM,Retired,2024-11-04 08:10:48,2
214.54,70.0,247.0,1.0,11151.53,TX000126,AC00284,2023-08-04 17:46:44,Credit,Detroit,D000112,195.226.203.234,M026,Online,Doctor,2024-11-04 08:11:56,1
598.81,57.0,158.0,1.0,1415.52,TX000127,AC00208,2023-09-04 16:48:35,Debit,Philadelphia,D000042,92.214.76.157,M081,Branch,Doctor,2024-11-04 08:10:13,0
841.28,26.0,80.0,1.0,1103.6400000000008,TX000128,AC00176,2023-08-09 17:34:26,Debit,Tucson,D000276,101.223.82.253,M083,Online,Student,2024-11-04 08:09:58,0
38.14999999999998,26.0,108.0,1.0,303.6800000000003,TX000129,AC00053,2023-09-07 16:07:40,Debit,Mesa,D000687,77.21.150.75,M005,Online,Student,2024-11-04 08:07:42,2
124.72,33.0,105.0,1.0,6309.8,TX000131,AC00382,2023-07-03 17:14:07,Debit,Oklahoma City,D000118,147.234.20.46,M004,Branch,Engineer,2024-11-04 08:07:25,2
302.45,78.0,40.000000000000014,1.0,5133.61,TX000132,AC00384,2023-09-25 17:13:36,Credit,San Antonio,D000052,203.99.96.114,M059,Branch,Retired,2024-11-04 08:11:55,2
5.769999999999982,23.0,254.0,1.0,1117.9700000000003,TX000134,AC00498,2023-11-17 17:27:07,Credit,Los Angeles,D000236,85.240.254.83,M098,Branch,Student,2024-11-04 08:10:53,1
381.33,56.0,75.0,1.0,11835.35,TX000135,AC00349,2023-08-21 16:46:05,Debit,Albuquerque,D000635,62.251.170.72,M034,ATM,Doctor,2024-11-04 08:09:32,2
486.08,18.0,68.0,1.0,1748.69,TX000137,AC00284,2023-06-20 17:21:50,Debit,Oklahoma City,D000170,138.87.180.254,M060,Online,Student,2024-11-04 08:07:03,0
336.39,21.0,18.0,1.0,1000.46,TX000138,AC00272,2023-01-16 16:53:38,Debit,San Antonio,D000426,203.99.96.114,M003,Branch,Student,2024-11-04 08:09:57,2
234.57,23.0,120.0,1.0,263.97999999999956,TX000140,AC00385,2023-09-01 16:09:08,Debit,Chicago,D000553,45.182.28.148,M045,Online,Student,2024-11-04 08:08:47,1
6.0,30.0,246.0,1.0,5442.76,TX000141,AC00403,2023-10-23 18:38:15,Debit,Chicago,D000556,18.72.115.111,M090,Online,Doctor,2024-11-04 08:09:43,1
233.74,66.0,17.0,1.0,1066.5900000000001,TX000144,AC00108,2023-10-24 16:41:00,Credit,Oklahoma City,D000600,96.115.67.230,M030,Online,Retired,2024-11-04 08:11:17,2
113.01999999999998,69.0,166.0,1.0,6077.96,TX000145,AC00397,2023-09-25 16:54:22,Credit,Jacksonville,D000369,33.212.169.157,M019,Branch,Retired,2024-11-04 08:07:21,1
45.849999999999994,20.0,92.0,1.0,1659.15,TX000146,AC00434,2023-02-16 17:57:10,Debit,Los Angeles,D000241,163.129.70.210,M085,ATM,Student,2024-11-04 08:07:24,2
415.5,66.0,141.0,1.0,10113.66,TX000149,AC00333,2023-07-28 16:29:23,Debit,Memphis,D000330,140.212.253.222,M077,ATM,Doctor,2024-11-04 08:10:23,0
265.76,54.0,92.0,1.0,4446.17,TX000150,AC00279,2023-02-06 17:48:55,Debit,Philadelphia,D000158,3.157.63.220,M049,Online,Retired,2024-11-04 08:12:18,2
69.4,80.0,113.0,1.0,6452.77,TX000151,AC00072,2023-07-24 18:08:43,Debit,Virginia Beach,D000413,216.151.64.40,M073,Online,Retired,2024-11-04 08:09:04,2
267.9,20.0,160.0,1.0,596.1599999999999,TX000153,AC00303,2023-10-09 16:52:47,Debit,San Antonio,D000605,216.32.4.105,M078,Online,Student,2024-11-04 08:08:34,1
496.03,61.0,265.0,1.0,12904.66,TX000154,AC00442,2023-11-03 16:45:52,Debit,San Francisco,D000070,210.160.90.52,M009,Branch,Doctor,2024-11-04 08:09:41,1
376.26,37.0,245.0,1.0,9062.4,TX000155,AC00087,2023-02-15 16:41:11,Debit,Tucson,D000481,82.88.241.226,M081,ATM,Engineer,2024-11-04 08:09:58,1
83.01999999999998,36.0,171.0,1.0,9009.56,TX000156,AC00174,2023-09-04 17:59:51,Credit,Seattle,D000226,34.92.221.183,M058,Online,Engineer,2024-11-04 08:11:01,1
93.25999999999999,20.0,72.0,1.0,1152.1999999999998,TX000157,AC00421,2023-07-27 16:22:52,Credit,New York,D000436,182.225.2.156,M092,Online,Student,2024-11-04 08:12:04,2
803.37,68.0,129.0,1.0,12168.37,TX000158,AC00111,2023-04-17 16:08:34,Credit,Memphis,D000108,191.91.45.159,M030,Branch,Doctor,2024-11-04 08:08:40,0
35.75999999999999,23.0,122.0,1.0,611.8599999999997,TX000159,AC00275,2023-09-19 17:38:18,Debit,Charlotte,D000678,111.78.64.133,M057,Branch,Student,2024-11-04 08:11:40,1
28.53000000000003,62.0,99.0,1.0,8670.53,TX000160,AC00492,2023-05-31 16:37:39,Debit,Washington,D000310,215.97.143.157,M035,Online,Doctor,2024-11-04 08:06:30,2
139.53,53.0,177.0,1.0,10098.86,TX000161,AC00380,2023-10-09 17:20:09,Credit,Louisville,D000491,167.104.180.235,M002,Online,Doctor,2024-11-04 08:07:31,1
60.650000000000006,56.0,53.0,1.0,1047.2799999999993,TX000163,AC00257,2023-05-26 18:15:08,Credit,Tucson,D000456,10.144.131.89,M085,Branch,Retired,2024-11-04 08:09:22,2
74.86000000000001,70.0,125.0,1.0,6921.48,TX000164,AC00062,2023-08-14 17:43:17,Debit,Nashville,D000115,161.168.126.136,M028,Branch,Doctor,2024-11-04 08:07:39,1
117.97,51.0,137.0,1.0,1475.46,TX000165,AC00383,2023-11-24 18:51:32,Debit,Kansas City,D000281,198.39.35.23,M100,Branch,Retired,2024-11-04 08:09:21,1
231.91,34.0,165.0,1.0,112.76000000000022,TX000166,AC00182,2023-01-31 18:31:22,Debit,Memphis,D000371,161.71.2.223,M044,ATM,Engineer,2024-11-04 08:12:15,1
506.28,53.0,162.0,2.0,1309.9499999999998,TX000168,AC00332,2023-05-02 17:03:29,Credit,Chicago,D000606,110.150.1.201,M010,Online,Retired,2024-11-04 08:09:09,0
304.35,31.0,36.0,1.0,4057.1,TX000169,AC00202,2023-12-04 17:07:34,Debit,Houston,D000281,183.39.94.209,M007,Branch,Engineer,2024-11-04 08:08:45,2
281.85,22.0,109.0,1.0,1585.98,TX000170,AC00331,2023-05-16 17:26:37,Debit,Detroit,D000148,219.193.239.152,M013,ATM,Student,2024-11-04 08:07:38,2
777.88,31.0,17.0,1.0,6825.55,TX000171,AC00474,2023-03-20 16:58:12,Debit,Houston,D000436,139.23.212.102,M018,Branch,Engineer,2024-11-04 08:09:15,0
119.18,56.0,96.0,1.0,5516.5,TX000172,AC00268,2023-08-25 18:01:38,Debit,Los Angeles,D000309,7.105.184.86,M093,Branch,Retired,2024-11-04 08:07:34,2
177.19,76.0,43.0,1.0,5343.3,TX000173,AC00247,2023-05-15 17:25:28,Debit,Chicago,D000666,130.92.201.49,M088,Online,Retired,2024-11-04 08:06:30,2
260.88,22.0,36.0,1.0,903.0500000000002,TX000174,AC00298,2023-05-29 16:50:10,Debit,Denver,D000327,184.59.28.72,M094,Branch,Student,2024-11-04 08:06:52,2
169.47,24.0,19.0,1.0,1806.1599999999999,TX000175,AC00106,2023-03-22 16:10:14,Debit,Chicago,D000061,120.170.93.69,M046,Online,Student,2024-11-04 08:07:37,2
73.23000000000002,26.0,14.0,1.0,787.7399999999998,TX000176,AC00035,2023-05-19 16:52:53,Debit,Portland,D000059,155.37.19.43,M022,Branch,Student,2024-11-04 08:11:12,2
792.57,19.0,164.0,1.0,770.3699999999999,TX000178,AC00273,2023-05-22 16:22:36,Debit,Baltimore,D000424,110.235.207.187,M059,ATM,Student,2024-11-04 08:10:39,0
237.06,71.0,46.0,1.0,1182.7700000000004,TX000179,AC00156,2023-12-18 16:47:17,Debit,Phoenix,D000455,61.95.76.233,M049,Online,Retired,2024-11-04 08:07:50,2
34.170000000000016,54.0,54.0,1.0,726.5500000000002,TX000180,AC00010,2023-11-21 16:57:43,Credit,Philadelphia,D000036,177.116.108.246,M091,Online,Engineer,2024-11-04 08:06:29,2
